id,journal_abbr,year,auto_code,llm_code,llm_reason
35487097,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
32739110,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32507484,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
36470091,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
36709694,Braz J Phys Ther,2023,MIXED,CORRECT,
35696813,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
37201307,Braz J Phys Ther,2023,INCORRECT,INCORRECT,Data distribution tested without specifying residuals or groups.
37001362,Braz J Phys Ther,2023,INCORRECT,INCORRECT,
36283240,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
34023212,Braz J Phys Ther,2021,MIXED,MIXED,
36372043,Braz J Phys Ther,2022,INCORRECT,UNCLEAR,
34119444,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
35063698,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
34810107,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
35870253,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
35567923,Braz J Phys Ther,2022,MIXED,MIXED,
32563663,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
35636062,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
33722507,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34824001,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34535410,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34863644,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32773287,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32151526,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32553415,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
33658164,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
35151026,Braz J Phys Ther,2022,INCORRECT,INCORRECT,
33642120,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
31561961,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
34247947,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34119441,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
33824059,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34030951,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34001426,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32070652,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32962913,Braz J Phys Ther,2021,CORRECT,CORRECT,
33840592,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
31375458,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
33248904,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
34119442,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32988779,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
28734576,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
34045123,Braz J Phys Ther,2021,INCORRECT,UNCLEAR,
33731278,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
33386254,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32855073,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
33077345,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
32475778,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
28442072,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
32830064,Braz J Phys Ther,2021,MIXED,CORRECT,
28709586,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Tests applied to pooled data, not residuals or per-group."
32792230,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
33824060,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
30143357,Braz J Phys Ther,2019,INCORRECT,UNCLEAR,
30177406,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
32276877,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
26786085,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality tested on pooled/raw continuous variables, not residuals or per-group."
32151525,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
30077519,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
30245043,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
30872005,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31810864,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
28465132,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
31175006,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31375459,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
29486980,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
29699866,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
30470666,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
30471964,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
32007324,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
30598364,Braz J Phys Ther,2019,MIXED,CORRECT,
31526636,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31564404,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
32540329,Braz J Phys Ther,2021,INCORRECT,INCORRECT,
31000175,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
30954371,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31076255,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31570266,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31383627,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31122717,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
31377123,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
30249438,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
30145130,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
29598896,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
30587398,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
30509854,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
29033217,Braz J Phys Ther,2018,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group.
30243858,Braz J Phys Ther,2019,INCORRECT,UNCLEAR,
30166089,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
30853351,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
30967355,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
30497829,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
30361077,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
28941958,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Data normality tested without specifying residuals or groups.
26982454,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Normality test applied to unqualified 'distribution'.
30143356,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
30948247,Braz J Phys Ther,2020,INCORRECT,INCORRECT,
29636306,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
29456193,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
28442071,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28743567,Braz J Phys Ther,2018,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
29728298,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
30145129,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
28709587,Braz J Phys Ther,2017,INCORRECT,UNCLEAR,"No specific normality test target described, mentions normal range instead."
27556391,Braz J Phys Ther,2016,MIXED,MIXED,Tests on residuals and unqualified 'quantitative data'.
29752160,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
28571696,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29588151,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
29610045,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
29983340,Braz J Phys Ther,2019,INCORRECT,INCORRECT,
28736212,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28720481,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
27556386,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
28939262,Braz J Phys Ther,2018,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
28993042,Braz J Phys Ther,2018,INCORRECT,INCORRECT,"Tests applied to variables, not residuals or per-group."
29636305,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
26647746,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28442212,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"No specific target mentioned, implies pooled/raw data."
28733091,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Shapiro–Wilk test on unqualified 'data', not residuals or per-group."
29258736,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
28460716,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Data normality tested without specifying residuals or per-group analysis.
28869119,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Shapiro–Wilk test on unqualified 'data', not residuals or per-group."
29031958,Braz J Phys Ther,2018,INCORRECT,INCORRECT,"Normality test applied to raw data, not residuals or per-group."
29653903,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
27556393,Braz J Phys Ther,2016,MIXED,MIXED,Tests on residuals and unqualified 'data' mentioned.
25993629,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
29292138,Braz J Phys Ther,2018,INCORRECT,INCORRECT,
28460712,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26083600,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28460707,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28711380,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Shapiro-Wilk test applied to pooled/raw data without specifying groups or residuals.
26786078,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27683833,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Tests normality of data without specifying residuals or groups.
26537812,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Tests applied to all variables, not residuals or per-group."
28473281,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Normality test applied to unqualified 'data distribution'.
25993628,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28460713,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27556388,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to all variables, not residuals or per-group."
27683838,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28736210,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
25993625,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to all variables, not residuals or per-group."
27556387,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
26982455,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
28558953,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Shapiro-Wilk test applied to variable distribution without specifying residuals or groups.
27410162,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw outcome data, not residuals or per-group."
28558952,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Data checked without specifying residuals or groups.
27556384,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27556389,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality tested on outcomes, not residuals or per-group."
26786080,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
26786074,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26443978,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to unqualified 'data', not residuals or per-group."
26982453,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26039033,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27437712,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27683837,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to raw data, not residuals or per-group."
26647748,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Normality checked without specifying residuals or per-group.
27410163,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
25651134,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Unqualified statement about data normality test.
27333482,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
26786077,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27437713,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
27556385,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality tested on unqualified 'data', not residuals or per-group."
26647747,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw results, not residuals or per-group."
26578254,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
27683840,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
27437716,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Normality test applied to unqualified 'data'.
27437714,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28460711,Braz J Phys Ther,2017,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
27333485,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Tests applied to pooled/raw variables, not residuals or per-group."
26537809,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
26443974,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Shapiro-Wilk test applied to data without specifying residuals or groups.
27683835,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
27556392,Braz J Phys Ther,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26647744,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
26083605,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
26083603,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified data, not residuals or per-group."
27410161,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality tests performed on all outcome measures, not residuals or per-group."
26647752,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality tests performed on all continuous variables, not residuals or per-group."
27556390,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26039036,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
26786082,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
26083602,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
25789555,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Tests applied to pooled/raw data, not residuals or per-group."
28442076,Braz J Phys Ther,2017,INCORRECT,INCORRECT,Shapiro–Wilk test applied to data without specifying residuals or groups.
26647745,Braz J Phys Ther,2015,MIXED,MIXED,Tests on residuals and unqualified 'data' mentioned.
25789556,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Unqualified statement about testing data normality.
27437715,Braz J Phys Ther,2016,INCORRECT,INCORRECT,"Tests normality on pooled/raw data, not residuals or per-group."
28939263,Braz J Phys Ther,2018,INCORRECT,INCORRECT,"Normality test on all variables, not residuals or per-group."
25651131,Braz J Phys Ther,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
25651132,Braz J Phys Ther,2015,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
38510153,Hong Kong Physiother J,2024,INCORRECT,INCORRECT,"Normality test applied to all variables, not residuals or per-group."
38510156,Hong Kong Physiother J,2024,INCORRECT,INCORRECT,Unqualified statement about testing data normality.
38577392,Hong Kong Physiother J,2024,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
37584049,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,"Normality test on continuous variables, not residuals or per-group."
38577394,Hong Kong Physiother J,2024,INCORRECT,INCORRECT,"Tests applied to pooled/raw variables, not residuals or per-group."
38510154,Hong Kong Physiother J,2024,INCORRECT,ACCEPTABLE,Normality tested separately within each group.
38577393,Hong Kong Physiother J,2024,INCORRECT,INCORRECT,"Normality tested on pooled/raw data, not residuals or per-group."
37584052,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
37584046,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without group conditioning.
37583921,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
37583919,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,Data treated as normally distributed without specifying residuals or groups.
35782695,Hong Kong Physiother J,2022,INCORRECT,INCORRECT,"Tests normality of all data, not residuals or per-group."
37584047,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,Normality test applied to data without specifying residuals or groups.
37583924,Hong Kong Physiother J,2023,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
35782693,Hong Kong Physiother J,2022,INCORRECT,INCORRECT,"Tests applied to pooled data, not residuals or per-group."
33005078,Hong Kong Physiother J,2020,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
34177201,Hong Kong Physiother J,2021,INCORRECT,INCORRECT,Tests applied to pooled/raw data without per-group or residuals.
34054258,Hong Kong Physiother J,2021,INCORRECT,INCORRECT,Normality test applied to all variables without specifying residuals or groups.
37560168,Hong Kong Physiother J,2022,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
35782696,Hong Kong Physiother J,2022,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34177199,Hong Kong Physiother J,2021,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying groups or residuals.
34177196,Hong Kong Physiother J,2021,INCORRECT,INCORRECT,"Shapiro–Wilk test on unqualified 'data', not residuals or per-group."
31889765,Hong Kong Physiother J,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
33005073,Hong Kong Physiother J,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
30931025,Hong Kong Physiother J,2016,INCORRECT,INCORRECT,Tests applied to data without specifying residuals or groups.
30931045,Hong Kong Physiother J,2017,INCORRECT,INCORRECT,"Normality test applied to dependent variable, not residuals or per-group."
31889760,Hong Kong Physiother J,2019,INCORRECT,ACCEPTABLE,"Normality checked within subgroups, not residuals or pooled data."
30931040,Hong Kong Physiother J,2017,INCORRECT,INCORRECT,"Normality assessed on variables, not residuals or per-group."
30931022,Hong Kong Physiother J,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw outcome data, not residuals or per-group."
39013262,Phys Ther Sport,2024,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
38593626,Phys Ther Sport,2024,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
32220759,Phys Ther Sport,2020,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
36525741,Phys Ther Sport,2023,INCORRECT,INCORRECT,"Tests normality on pooled/raw variables, not residuals or per-group."
31869753,Phys Ther Sport,2020,INCORRECT,INCORRECT,"Normality assessed on unqualified 'data', not residuals or per-group."
37736379,Physiother Can,2023,INCORRECT,UNCLEAR,
34880535,Physiother Can,2021,INCORRECT,INCORRECT,
30787502,Physiother Can,2019,INCORRECT,INCORRECT,
34880541,Physiother Can,2021,INCORRECT,INCORRECT,
35110804,Physiother Can,2020,INCORRECT,INCORRECT,
35185254,Physiother Can,2022,INCORRECT,INCORRECT,
34456422,Physiother Can,2021,INCORRECT,INCORRECT,
30745716,Physiother Can,2018,INCORRECT,INCORRECT,
32494097,Physiother Can,2020,INCORRECT,INCORRECT,
32494099,Physiother Can,2020,INCORRECT,INCORRECT,
35110806,Physiother Can,2020,INCORRECT,INCORRECT,
34456440,Physiother Can,2021,INCORRECT,INCORRECT,
35110808,Physiother Can,2020,INCORRECT,INCORRECT,
30787500,Physiother Can,2019,MIXED,CORRECT,
30787497,Physiother Can,2019,INCORRECT,INCORRECT,
35110796,Physiother Can,2020,INCORRECT,INCORRECT,
27909371,Physiother Can,2016,INCORRECT,INCORRECT,
31762545,Physiother Can,2019,INCORRECT,INCORRECT,
29434413,Physiother Can,2018,INCORRECT,INCORRECT,
31040507,Physiother Can,2019,INCORRECT,INCORRECT,
31040514,Physiother Can,2019,INCORRECT,INCORRECT,
30745715,Physiother Can,2018,INCORRECT,INCORRECT,
28539697,Physiother Can,2017,INCORRECT,INCORRECT,
30745723,Physiother Can,2018,INCORRECT,INCORRECT,
30745719,Physiother Can,2018,INCORRECT,INCORRECT,
30275641,Physiother Can,2017,INCORRECT,INCORRECT,
27909356,Physiother Can,2016,INCORRECT,INCORRECT,
27504043,Physiother Can,2016,INCORRECT,INCORRECT,
28539694,Physiother Can,2017,INCORRECT,INCORRECT,
25931667,Physiother Can,2015,INCORRECT,INCORRECT,
30369696,Physiother Can,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2016.11.009,J Physiother,2017,CORRECT,CORRECT,
ELS:10.1016/j.jphys.2022.06.002,J Physiother,2022,ACCEPTABLE,ACCEPTABLE,
ELS:10.1016/j.jphys.2018.02.013,J Physiother,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2016.02.014,J Physiother,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2022.11.011,J Physiother,2023,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2023.08.008,J Physiother,2023,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2019.08.004,J Physiother,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2021.12.004,J Physiother,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2023.08.006,J Physiother,2023,INCORRECT,UNCLEAR,
ELS:10.1016/j.jphys.2019.02.007,J Physiother,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2021.02.013,J Physiother,2021,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2021.12.010,J Physiother,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2021.12.011,J Physiother,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2018.11.002,J Physiother,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2024.02.017,J Physiother,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.jphys.2023.08.014,J Physiother,2023,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.03.005,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.04.110,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.04.008,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.01.003,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2021.09.003,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.01.001,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2023.04.001,Physiotherapy,2023,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.06.001,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.12.004,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.11.001,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.05.002,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.10.007,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.11.003,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2023.08.001,Physiotherapy,2023,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.06.001,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2022.02.002,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.07.006,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.02.004,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.03.004,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.08.004,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.04.004,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.04.002,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.02.005,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.11.307,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.09.001,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.08.009,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3551,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.08.002,Physiotherapy,2018,CORRECT,CORRECT,
ELS:10.1016/j.physio.2015.11.004,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.07.013,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.10.005,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.07.005,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3719,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2023.10.008,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.01.004,Physiotherapy,2024,MIXED,INCORRECT,
ELS:10.1016/j.physio.2014.08.004,Physiotherapy,2015,INCORRECT,UNCLEAR,
ELS:10.1016/j.physio.2024.02.001,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.06.008,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.11.006,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.10.013,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3577,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.08.010,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2022.08.009,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3478,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.065,Physiotherapy,2015,INCORRECT,INCORRECT,
